payment_id,PaymentID,order_id,OrderID,customer_id,CustomerID,payment_date,PaymentDate,amount,Amount_USD,currency,Currency,payment_method,PaymentMethod,transaction_id,TransactionID,status,PaymentStatus,gateway,Gateway,card_last4,CardLast4,bank_name,BankName,refund_amount,RefundAmount,refund_date,RefundDate,is_fraud,IsFraud,fraud_score,FraudScore,processing_fee,ProcessingFee,net_amount,NetAmount,billing_country,BillingCountry,notes,tmp_pay
PAY00001743,PAY00001743,ORD0004122,ORD0004122,CUST000844,CUST000844,2021-10-30,"February 11, 2020",null,£9870.92,€,EUR,PayPal,Credit Card,TXNSJA1HUNJ284N,TXN1923220400,Completed,Pending,Braintree,Square,6351,4181,NULL,BofA,0,0,,,false,false,0.2511,0.2511,$67.16,$9.87,14631.25,42737.1,USA,US,Manual review,
PAY00001744,N/A,ORD0001932,ORD0001932,CUST000287,CUST000287,NaN,2022-05-26,NaN,$776.02,€,,PayPal,Wire,TXNTWHSAYDZWNSJ,TXN3202331964,Pending,Refunded,null,PayPal,4524,2378,Barclays,Chase,13797.86,USD 16440.47,2023-06-27,2023-06-27,NaN,false,0.7964,0.7964,79.15 USD,17.15,null,€39016.03,United States,NaN,NaN,
PAY00001745,PAY00001745,ORD0003593,ORD0003593,CUST001006,CUST001006,2020-01-18,01-08-2021,USD 24374.01,8692.08,NULL,USD,credit_card,ACH,TXN9XJVWRF6XCZS,TXN1704862462,Completed,Pending,Adyen,Square,6225,4718,Barclays,Wells Fargo,0,0,,,No,No,0.0834,0.0834,23.11,£20.62,3765.34,$49547.84,usa,IN,Manual review,
PAY00001746,PAY00001746,ORD9890625,ORD9890625,CUST000005,CUST000005,29-09-2020,2023-12-11,4817.68,31493.46 USD,USD,GBP,debit,ACH,TXN241K8HUDYZ6E,TXN8061146807,Refunded,Refunded,Manual,PayPal,9792,5271,Barclays,Chase,0,0,,,0,0,0.8907,0.8907,80.76,$24.72,-530,10029.95,,DE,,
PAY00001747,PAY00001747,ORD0002420,ORD0002420,CUST001510,CUST001510,2020/07/08,2021-06-09,£3823.05,$34482.53,EUR,EUR,debit,Credit Card,TXN95QOI81FNDST,TXN8477665217,FAILED,Completed,Stripe,Stripe,7185,NaN,N/A,Chase,0,0,,,False,False,0.4774,0.4774,USD 15.71,58.34,,€34036.93,U.S.A,US,Flagged,
PAY00001748,PAY00001748,ORD9486094,ORD9486094,CUST000504,CUST000504,08/02/2020,NaN,"$49,949.11",$2505.92,$,GBP,paypal,Wire,TXN2EBAE2DGKE3I,TXN8644733209,completed,Pending,stripe,PayPal,N/A,6181,N/A,Chase,0,0,,,No,NULL,0.7645,0.7645,£76.89,97.92 USD,48059.51,€10115.58,usa,JP,Auto-processed,
PAY00001749,PAY00001749,ORD0002183,ORD0002183,CUST001856,CUST001856,231021,070422,USD 1263.31,£35743.02,usd,NaN,cash,PayPal,TXN5H3GRCVU01KR,TXN8250608171,pending,Refunded,Square,Square,3935,2290,N/A,Wells Fargo,0,0,,,No,No,0.9908,0.9908,51.17,€42.81,$8768.12,null,US,FR,Manual review,
PAY00001750,,ORD0004607,,CUST001597,CUST001597,2021-12-13,20-01-2020,USD 7588.42,30794.0,EUR,USD,cash,Credit Card,TXN03N109WGTHOM,TXN4977597304,Refunded,Pending,Adyen,Square,7745,,HSBC,Wells Fargo,0,0,,N/A,false,false,,0.2351,€78.99,NULL,$14824.39,4362.14,USA,FR,∑ special,
PAY00001751,PAY00001751,ORD0000999,ORD0000999,CUST000780,CUST000780,030620,2023/03/04,£12700.96,"$22,485.50",EUR,GBP,paypal,Wire,TXN6D8FAPF13NQV,TXN9322177792,Completed,Completed,Manual,Stripe,4013,7841,BofA,Chase,0,0,,,0,0,0.5121,0.5121,USD 32.35,USD 73.95,25118.05,€35627.42,US,NULL,<b>note</b>,
PAY00001752,PAY00001752,ORD9204705,ORD9204705,CUST000638,CUST000638,05/25/2021,2021-11-11,30141.7,USD 25779.98,usd,EUR,PayPal,Credit Card,TXNL3OMBCNR1LT6,TXN3131349971,Completed,Refunded,Manual,PayPal,****,8283,Barclays,Chase,0,0,,,false,false,0.7456,0.7456,99.16 USD,N/A,43775.48,,United States of America,GB,∑ special,
PAY00001753,PAY00001753,ORD0001882,ORD0001882,CUST000848,CUST000848,130821,020920,41312.81,9049.85 USD,JPY,GBP,NULL,Wire,TXNNS0F1SH1TTPN,TXN0994056440,COMPLETED,Failed,Authorize.net,PayPal,3527,1923,BofA,Wells Fargo,0,0,,,null,false,0.4777,0.4777,USD 63.81,$38.51,4674.61,"$34,777.74",United States of America,JP,Manual review,
PAY00001754,PAY00001754,ORD0001206,ORD0001206,,CUST000665,2021-01-09,2023-12-12,$20011.13,45638.29,,USD,wire,ACH,TXN12FNHSAEUKTY,TXN2641611737,null,NaN,Square,Square,N/A,7035,Wells Fargo,BofA,$332.57,$128.7,2020-06-10,NaN,,0,0.2399,0.2399,3.46,-91.96,,35220.28,United States of America,GB,Auto-processed,
PAY00001755,PAY00001755,ORD0000106,ORD0000106,CUST001374,CUST001374,081023,22-11-2023,26749.47 USD,£17921.5,INR,GBP,crypto,PayPal,TXNOYPWYACYW4H1,TXN1469078968,Failed,Pending,PayPal,Stripe,9023,7080,Wells Fargo,Wells Fargo,0,0,,,NaN,False,0.8944,0.8944,€84.92,72.42,"$14,911.61",33684.99,United States of America,GB,Manual review,
PAY00001756,,ORD0004357,ORD0004357,CUST000305,CUST000305,2022/03/12,09-05-2022,$38629.28,44554.6,USD,NULL,BTC,Credit Card,NaN,TXN4683410916,completed,Refunded,Braintree,Square,6658,7504,HSBC,Wells Fargo,0,0,,,False,False,0.4347,0.4347,14.45,21.82 USD,37874.06,£2417.27,US,FR,,
PAY00001757,PAY00001757,ORD0003623,ORD0003623,CUST000608,CUST000608,2020/06/07,"March 30, 2023",32036.75 USD,49773.87,$,,PayPal,ACH,TXNUDNCR59FK9W3,TXN7304051608,Pending,Pending,Manual,PayPal,5503,1668,BofA,BofA,0,0,,,No,No,,0.5925,USD 51.95,USD 71.62,,16719.41,United States,GB,,
PAY00001758,PAY00001758,ORD0001802,ORD0001802,CUST000486,CUST000486,N/A,30-12-2023,$24853.78,$12446.14,JPY,USD,ACH,Wire,TXNYB7VBMO05GJM,TXN4504531825,Completed,Failed,Authorize.net,PayPal,7797,8276,HSBC,Chase,0,0,,,No,N/A,0.5253,0.5253,96.72,$79.53,"$24,042.86",NaN,,IN,,
PAY00001759,PAY00001759,ORD0001703,ORD0001703,CUST000743,CUST000743,22-10-2020,12-01-2020,USD 9615.98,16709.61,USD,USD,credit_card,ACH,TXNIPOGM5K3JXNL,TXN8107914000,completed,Completed,Braintree,PayPal,9781,4860,BofA,BofA,0,NULL,,,False,False,0.3764,0.3764,,null,€38026.99,"$41,129.12",USA,GB,Manual review,
PAY00001760,PAY00001760,ORD0003874,ORD0003874,CUST001990,CUST001990,2022/06/24,2022-06-23,$23353.63,USD 40256.22,JPY,USD,BTC,Wire,TXNXC2XZE26BO08,TXN6855062660,Refunded,Failed,Stripe,PayPal,****,7485,N/A,BofA,0,0,,,false,false,0.6792,0.6792,0.89,98.48,22315.09,26359.61,US,IN,,
PAY00001761,PAY00001761,ORD0003296,ORD0003296,CUST000084,CUST000084,"March 21, 2021",101223,7310.52,13236.72,usd,GBP,debit,PayPal,TXNUL83CTQBKFT2,TXN9065473710,Completed,Pending,Manual,Square,4771,1071,,Wells Fargo,0,0,,,FALSE,FALSE,0.9048,0.9048,2.74,€20.37,10613.99,35432.39,USA,DE,∑ special,
PAY00001762,PAY00001762,ORD0002559,ORD0002559,CUST001093,CUST001093,260221,010723,"$27,376.80",€44820.02,$,USD,paypal,Credit Card,TXN506MYE2NRKHA,null,completed,Failed,stripe,PayPal,8876,6339,Chase,Wells Fargo,0,0,,,No,No,0.9522,0.9522,82.1,7.6,USD 4727.92,£31143.64,United States,FR,,
PAY00001763,PAY00001763,ORD0002177,ORD0002177,CUST000229,CUST000229,07-05-2020,07-06-2021,38281.1 USD,28794.66,USD,USD,paypal,Credit Card,TXN08L2S9UWVZVA,TXN8609091812,completed,Refunded,Square,Stripe,3537,6764,,BofA,0,0,,,No,No,0.9514,0.9514,USD 81.41,58.31 USD,1868.79,"$16,114.85",NaN,JP,,
PAY00001764,PAY00001764,ORD0001127,NULL,CUST001067,CUST001067,2023/10/05,131221,USD 9868.86,29767.85,€,GBP,,PayPal,TXNJX4YVPGDBPWT,TXN4965809314,chargeback,Completed,PayPal,N/A,2943,3406,Barclays,Chase,0,0,,,False,False,0.5911,0.5911,$39.96,9.47,€41437.93,42220.58 USD,USA,DE,Flagged,
PAY00001765,PAY00001765,ORD0003853,ORD0003853,CUST000131,CUST000131,"January 02, 2022",2023/06/06,,1922.11,GBP,GBP,credit_card,Credit Card,NaN,TXN0689653854,chargeback,Failed,N/A,PayPal,2946,2938,Wells Fargo,BofA,0,0,,,false,false,0.2265,0.2265,,$75.38,27001.96,USD 11969.58,USA,FR,Manual review,
PAY00001766,PAY00001766,ORD0001953,ORD0001953,CUST000928,CUST000928,07/28/2020,"December 22, 2020",£46210.93,£25038.15,usd,EUR,PayPal,Credit Card,TXN6DESW79PGDAZ,TXN6669584569,failed,Pending,PayPal,Stripe,2871,9320,Barclays,NULL,0,0,,,No,No,N/A,N/A,17.02,£66.93,"$46,316.96",,United States of America,FR,Manual review,
PAY00001767,PAY00001767,ORD0004007,ORD0004007,CUST000369,CUST000369,02-04-2020,"March 08, 2021",2861.44,€49697.47,JPY,GBP,Credit Card,ACH,TXN4DR6UW0ZP005,TXN7876821275,Pending,Completed,stripe,Stripe,1842,9829,Citi,BofA,0,0,,,No,No,0.6845,0.6845,$19.52,NULL,$48346.58,2577.63,United States of America,JP,∑ special,
PAY00001768,PAY00001768,ORD0004141,ORD0004141,CUST000737,CUST000737,11/24/2023,"November 23, 2020",€18772.15,USD 25265.1,INR,GBP,wire,ACH,TXN2F4KWC53TQ2S,TXN6885853845,,Refunded,stripe,Square,hidden,2262,Citi,Chase,,0,NaN,,False,False,0.0061,0.0061,$86.75,-94.74,USD 8408.61,€23022.17,US,DE,Flagged,
PAY00001769,PAY00001769,ORD0003909,ORD0003909,CUST000740,CUST000740,170720,100123,29196.28 USD,42237.13,$,GBP,cash,PayPal,TXN1ACFPK0YHIOL,TXN1557429797,completed,Refunded,NULL,Square,6872,3823,Chase,Wells Fargo,0,0,N/A,,0,0,0.7875,0.7875,£55.34,31.88,35565.3,USD 30741.62,United States of America,FR,<b>note</b>,
PAY00001770,PAY00001770,ORD0001304,ORD0001304,CUST001200,CUST001200,060822,100423,£13421.24,$46339.45,$,EUR,wire,ACH,TXNGOG9M5XW7QTF,TXN1947176221,Completed,Failed,Stripe,Square,2801,2642,Wells Fargo,Chase,0,0,,,No,No,0.9421,0.9421,,72.52,"$18,698.62",$42246.22,United States of America,FR,Auto-processed,
PAY00001771,PAY00001771,ORD0001578,ORD0001578,CUST001399,CUST001399,,2020-07-09,30583.99,"$19,558.90",,EUR,ACH,PayPal,TXNOKI58MHI0EE9,TXN0926199814,failed,Pending,stripe,Square,1444,5956,BofA,BofA,0,0,,,0,0,0.483,0.483,??,USD 82.06,40819.52,£49678.73,usa,US,Flagged,
PAY00001772,PAY00001772,ORD0004017,ORD0004017,NaN,CUST001118,"March 21, 2023",2023/04/12,£4411.29,31589.38,INR,USD,ACH,Credit Card,TXNRXK2BXIVR36H,TXN4178773337,refunded,Completed,stripe,Stripe,1726,6759,Chase,Chase,0,0,,,false,false,0.8891,0.8891,$87.13,£66.71,£25817.14,"$38,777.96",usa,NaN,Flagged,
PAY00001773,PAY00001773,ORD0003395,ORD0003395,CUST000605,CUST000605,050523,24-05-2020,"$9,228.92",10174.11,$,EUR,debit,NaN,TXNZ41PUM0CPZBF,TXN1889425782,pending,Failed,Braintree,PayPal,N/A,5193,Chase,Wells Fargo,24937.13,USD 22761.94,2021-07-04,2021-07-04,false,false,0.7022,0.7022,29.02,10.9,$39876.78,36894.4 USD,USA,US,,
PAY00001774,PAY00001774,ORD0000410,ORD0000410,CUST000220,CUST000220,"April 04, 2021",NaN,$14116.03,NULL,USD,null,credit_card,NaN,TXNZWM0LNS4Z356,TXN5524207586,COMPLETED,Completed,Stripe,PayPal,2548,6435,,Wells Fargo,0,0,,,No,No,0.294,0.294,57.96,£88.13,,40886.95 USD,USA,JP,Manual review,
PAY00001775,PAY00001775,ORD0000999,ORD0000999,CUST000145,CUST000145,2023/10/29,20-04-2022,$10315.98,£5458.15,GBP,EUR,debit,Credit Card,TXNF3FC9RNU4R6G,TXN9603018332,COMPLETED,Pending,Manual,Square,9280,1173,Wells Fargo,Chase,0,0,,,0,0,0.4918,0.4918,€76.39,€58.69,"$4,465.90",7846.16 USD,USA,IN,Flagged,
PAY00001776,PAY00001776,ORD0002618,ORD0002618,CUST001669,CUST001669,01/13/2020,2020-10-18,$20267.38,37590.46,USD,EUR,null,ACH,TXN9GQ8LRP7V9KQ,TXN8935828876,failed,Completed,Authorize.net,Stripe,1371,9558,,Wells Fargo,"$6,958.06",18135.44,,2022-12-31,0,0,0.9411,0.9411,87.63,£84.43,24998.12,€1662.44,,US,N/A,
PAY00001777,PAY00001777,ORD0002184,ORD0002184,CUST001762,CUST001762,"February 13, 2021",030821,6953.81 USD,TBD,USD,,cash,ACH,TXN6TUWONWW0NIH,TXN2698667839,null,Pending,null,Square,1500,7109,HSBC,Wells Fargo,0,0,,,No,No,0.8302,0.8302,83.39,$1.69,"$43,038.60",18852.94,USA,JP,Flagged,
PAY00001778,PAY00001778,ORD0003475,ORD0003475,CUST001151,CUST001151,"September 14, 2020","October 29, 2023",€38126.97,NULL,$,EUR,debit,PayPal,TXNMSP58CBELVCO,TXN1414389388,NULL,Pending,Braintree,Square,2348,9392,N/A,N/A,0,0,,,false,false,0.0675,0.0675,$54.44,-67.15,"$32,344.55",15063.3 USD,USA,DE,,
PAY00001779,PAY00001779,ORD0000040,,CUST001327,CUST001327,22-02-2023,2020-02-01,"$39,022.45",$25789.55,null,EUR,BTC,PayPal,TXN9V1OFOPR92RM,TXN8093715732,completed,Refunded,Adyen,NULL,8501,9816,Citi,BofA,0,0,,,No,No,0.5832,0.5832,USD 85.84,TBD,"$45,867.45",€8363.23,United States of America,DE,Manual review,
PAY00001780,PAY00001780,ORD0000682,ORD0000682,CUST000010,CUST000010,01-02-2020,07-05-2021,36489.29,19082.7,USD,EUR,wire,ACH,TXNXUM8P24KM8VQ,TXN7678345733,pending,Failed,stripe,PayPal,7422,2141,N/A,Chase,0,0,,,false,false,0.0454,0.0454,$96.07,£67.33,43066.72,$6137.86,USA,JP,Auto-processed,
PAY00001781,PAY00001781,ORD0004865,ORD0004865,CUST001130,CUST001130,2020/06/15,"December 21, 2021",€31708.03,USD 32201.97,,USD,ACH,PayPal,TXNK0PS19MNZG1N,TXN0411690801,Failed,Completed,Square,Square,1875,8895,Citi,Chase,0,0,,,no,no,0.6484,0.6484,€77.54,$2.75,£5740.75,$13232.43,United States of America,US,null,
PAY00001782,PAY00001782,ORD0001578,ORD0001578,CUST000585,CUST000585,"January 22, 2020",2021/06/10,32341.35,"$14,051.99",usd,USD,PayPal,ACH,N/A,TXN4585893787,NaN,Refunded,STRIPE,Square,9887,2645,Barclays,BofA,0,0,,,No,No,0.7841,0.7841,98.66,91.7 USD,£49130.24,"$30,642.48",United States of America,US,Manual review,
PAY00001783,PAY00001783,ORD0002421,ORD0002421,CUST001064,NaN,2020/05/05,29-07-2023,USD 46837.78,14529.64,GBP,GBP,PayPal,Wire,TXNOTFN8HECVO0G,,Refunded,Refunded,Manual,PayPal,5126,6467,BofA,,0,0,,,0,0,0.7039,0.7039,€15.11,28.7,€33809.08,985.18 USD,usa,JP,Auto-processed,
PAY00001784,PAY00001784,,ORD0002034,CUST001468,CUST001468,230222,2021/11/03,43188.83,19345.39,usd,USD,credit_card,PayPal,TXNGH1LVZSI9M0B,TXN0790133564,COMPLETED,Pending,STRIPE,N/A,9560,2707,BofA,Chase,0,0,,,No,No,0.3901,0.3901,37.71,71.26,29038.96,4815.2,U.S.A,GB,<b>note</b>,
PAY00001785,,ORD0001910,ORD0001910,CUST000403,CUST000403,"September 15, 2023",10-06-2020,£37370.4,3363.11,INR,EUR,credit_card,ACH,TXN6NR3YGH46Z56,TXN4368858260,completed,Failed,stripe,PayPal,7294,null,N/A,Chase,0,0,,,False,False,0.0444,0.0444,null,€30.05,793.69 USD,,U.S.A,JP,,
PAY00001786,PAY00001786,ORD0000837,ORD0000837,CUST000979,CUST000979,"June 17, 2021",,14532.68,48151.85,usd,GBP,wire,ACH,TXN8WFB7UF39W2P,NULL,chargeback,Failed,Authorize.net,PayPal,9005,4133,BofA,BofA,0,N/A,,,False,False,null,0.9697,76.42,99.79,"$47,855.84",USD 42612.97,United States of America,JP,∑ special,NULL
PAY00001787,PAY00001787,ORD0004090,ORD0004090,CUST001241,CUST001241,"January 25, 2020",18-04-2023,21750.52,16042.24 USD,INR,EUR,BTC,Credit Card,TXNOA88P52FPU5S,TXN6873727929,NaN,Refunded,Braintree,PayPal,8124,2176,Citi,Wells Fargo,0,0,,,False,False,0.4112,0.4112,2.34,39.74,26334.9,17570.71,USA,,∑ special,
PAY00001788,PAY00001788,ORD0002540,,CUST001239,CUST001239,10/09/2022,071223,"$20,836.91",??,USD,EUR,BTC,PayPal,TXNV5QKSX8RNVHG,TXN2607271243,COMPLETED,Refunded,STRIPE,Square,5907,9892,Wells Fargo,Chase,0,0,,,false,false,0.4889,0.4889,€31.36,USD 23.24,USD 26372.67,"$23,920.15",US,N/A,,
PAY00001789,PAY00001789,ORD0000824,null,CUST000484,null,"October 05, 2020",21-01-2022,$28028.12,"$29,353.95",JPY,GBP,BTC,PayPal,TXNWYCKQVHF2S0J,TXN1048404477,failed,Completed,PayPal,Stripe,5816,9254,,BofA,0,0,,,false,false,0.4407,0.4407,$12.33,78.09 USD,£147.26,"$19,702.45",US,IN,<b>note</b>,NaN
PAY00001790,PAY00001790,ORD0003972,ORD0003972,CUST001859,CUST001859,2022/08/23,2022/09/09,£21704.54,31369.58,EUR,NaN,wire,PayPal,TXNE2MM3VPDDPA7,TXN7620545790,COMPLETED,Completed,null,PayPal,9276,8133,Wells Fargo,BofA,0,0,,,false,false,0.9823,0.9823,79.63 USD,€21.86,"$2,530.75",37460.62 USD,United States,IN,Flagged,
PAY00001791,PAY00001791,ORD0002895,ORD0002895,CUST000262,CUST000262,110121,2021-11-24,£30176.02,$13211.78,NULL,EUR,debit,Wire,TXNPVVGO0S6YS9J,TXN7332006702,Completed,Pending,Authorize.net,Square,null,7946,BofA,Wells Fargo,0,0,,,No,No,0.0537,0.0537,50.48,USD 59.7,$49873.14,USD 15852.48,United States,FR,Flagged,
PAY00001792,PAY00001792,ORD0004088,ORD0004088,CUST000460,CUST000460,"November 13, 2023","April 16, 2021",$36538.46,€48533.54,JPY,USD,paypal,ACH,TXNC27ZUDOPQ5FO,TXN0911249701,failed,Completed,Square,Stripe,NULL,1703,Barclays,Chase,0,0,,,No,No,0.3822,0.3822,USD 25.01,$4.59,N/A,$33729.58,US,IN,Flagged,
PAY00001793,PAY00001793,ORD0001032,ORD0001032,CUST001949,CUST001949,"January 13, 2023",201121,$34876.54,"$47,557.60",€,GBP,Credit Card,Wire,TXN80MORJQ57Z5K,TXN7853379187,chargeback,Refunded,Square,Stripe,2535,6493,Barclays,Chase,0,0,,,false,false,high,high,£6.58,-6794,€9716.47,45323.02 USD,U.S.A,US,Flagged,
PAY00001794,PAY00001794,ORD0001463,ORD0001463,CUST000658,CUST000658,100122,300522,43326.68,10336.87,€,USD,ACH,Credit Card,TXNH8FYH0JAVQWJ,TXN2724277939,Refunded,Failed,STRIPE,Stripe,N/A,8981,N/A,BofA,0,0,N/A,,false,false,0.1935,0.1935,€77.18,39.38 USD,£38306.08,€36389.25,US,JP,,
PAY00001795,PAY00001795,ORD0002326,ORD0002326,CUST001054,CUST001054,2020/03/08,"February 10, 2020",€21788.21,20687.54,EUR,EUR,BTC,Credit Card,TXNT62SCYA43VF7,TXN4141237531,FAILED,Refunded,Manual,PayPal,8627,4466,Barclays,Chase,0,0,,,false,false,0.6801,0.6801,59.12,4.84,23953.67,42843.11,USA,US,Flagged,
PAY00001796,PAY00001796,ORD0003573,ORD0003573,CUST000783,CUST000783,21-08-2021,09-10-2021,$21260.34,€43870.96,USD,null,paypal,Credit Card,null,TXN2025131248,failed,Completed,STRIPE,PayPal,6668,6384,N/A,BofA,0,0,,,false,false,0.1554,0.1554,€99.89,€5.47,$36667.73,€40996.57,United States of America,FR,∑ special,
PAY00001797,PAY00001797,ORD0003898,null,CUST000696,CUST000696,2022/11/10,180523,21772.27,11737.81,EUR,EUR,,PayPal,TXNWS5ATHNAF41P,TXN7107799760,FAILED,Pending,Stripe,NULL,2663,1915,BofA,,0,0,NULL,,yes,N/A,0.5402,0.5402,£36.83,26.64,£32767.09,$18885.91,usa,FR,Manual review,
PAY00001798,PAY00001798,ORD0002130,N/A,CUST001908,CUST001908,2022-02-08,2021-06-18,33427.67 USD,49852.03 USD,€,GBP,cash,Wire,TXN1Q54MQVIZ6DV,TXN8830256403,Refunded,Refunded,STRIPE,PayPal,9282,6802,Wells Fargo,BofA,,0,,,false,NaN,0.5027,0.5027,6.36 USD,0.78,USD 4300.51,£36836.65,N/A,GB,,
PAY00001799,PAY00001799,ORD0004667,ORD0004667,CUST000805,CUST000805,2021/06/09,"March 06, 2023",€40904.04,34142.84,€,GBP,null,PayPal,TXN5TVIOOI7HYA6,TXN1566068877,chargeback,NaN,Braintree,PayPal,****,6022,BofA,Wells Fargo,null,0,,,false,false,0.8231,0.8231,$23.39,80.55 USD,8048.67,$13422.1,United States of America,US,,
PAY00001800,PAY00001800,ORD0000316,ORD0000316,CUST001402,CUST001402,04/12/2021,N/A,"$15,965.65",8056.81 USD,EUR,EUR,wire,Credit Card,TXNNFV8ZUNCN896,TXN8416660386,chargeback,Refunded,Braintree,Square,4666,9099,N/A,BofA,0,0,,,null,NULL,0.116,0.116,TBD,$3.62,??,$23915.05,NULL,IN,Flagged,
PAY00001801,PAY00001801,ORD0003883,ORD0003883,CUST000116,CUST000116,"March 30, 2022","March 10, 2021",€27093.49,€41313.13,GBP,GBP,credit_card,Credit Card,TXN1XRJ5VXL5AQG,N/A,refunded,Refunded,STRIPE,Square,9169,8096,HSBC,Chase,0,0,,,False,False,0.9187,0.9187,£80.81,$29.74,21413.07 USD,"$37,581.66",US,NULL,Manual review,NaN
PAY00001802,PAY00001802,ORD0001283,ORD0001283,CUST000292,CUST000292,2020/07/21,"May 16, 2023",24015.55,11569.64,USD,EUR,cash,NaN,TXN64HU2T4KM1HK,TXN7033395126,Refunded,Pending,STRIPE,PayPal,3193,NaN,Barclays,Wells Fargo,0,0,,,No,No,0.8359,0.8359,TBD,€76.0,"$24,795.37",$14215.82,usa,US,<b>note</b>,
PAY00001803,PAY00001803,ORD0003218,ORD0003218,CUST000037,CUST000037,13-07-2023,05-08-2021,15067.59,"$24,036.43",EUR,USD,crypto,null,TXNEQCTUW2AKKHP,TXN4470952384,Completed,Completed,Square,PayPal,9293,7157,,Chase,0,0,,,No,NULL,0.9668,0.9668,€68.23,$99.39,"$20,986.98",£3914.95,USA,,∑ special,
PAY00001804,PAY00001804,ORD0000255,ORD0000255,CUST000142,CUST000142,2022/11/01,10/31/2020,NaN,21450.45,usd,NaN,crypto,Credit Card,TXNB2REY050VO8J,TXN5933025357,Completed,Refunded,stripe,Stripe,5882,4948,N/A,Wells Fargo,0,0,,,0,0,0.5086,0.5086,N/A,48.17 USD,3209.01 USD,16999.76 USD,usa,FR,<b>note</b>,
PAY00001805,PAY00001805,ORD0003212,ORD0003212,CUST001223,CUST001223,03-04-2021,11/06/2020,12661.47,€1017.15,USD,EUR,debit,PayPal,TXN7E7G3E1DHNWT,TXN8179661756,COMPLETED,Failed,PayPal,PayPal,6976,7220,N/A,BofA,0,0,,,No,No,0.0921,0.0921,USD 67.48,£19.91,49747.99,35859.16,U.S.A,GB,Auto-processed,
PAY00001806,PAY00001806,ORD9731645,ORD9731645,CUST000384,CUST000384,07/14/2020,null,€22659.75,USD 43029.79,USD,GBP,paypal,ACH,TXNBAOLC9Z6VP9V,TXN2848125672,refunded,Failed,Authorize.net,NULL,null,5857,BofA,BofA,£12638.86,TBD,09/01/2021,2021-09-01,False,False,0.6078,0.6078,N/A,82.77 USD,25707.36,16280.61,United States of America,JP,<b>note</b>,NaN
PAY00001807,PAY00001807,ORD0003416,ORD0003416,CUST000393,CUST000393,270120,04/09/2020,€49389.52,€41894.36,INR,USD,credit_card,Wire,TXN8JIEZWLKBGAV,,refunded,Failed,NULL,PayPal,9676,NULL,N/A,Chase,0,null,,,False,False,0.5783,0.5783,43.55,null,"$6,103.93",€38475.0,U.S.A,FR,Auto-processed,
PAY00001808,PAY00001808,ORD0002707,ORD0002707,CUST001287,CUST001287,150823,2021-08-19,£11827.08,"$16,327.60",usd,GBP,cash,PayPal,TXNQUK7TE7486BL,TXN8202196081,failed,Completed,STRIPE,PayPal,N/A,7057,BofA,BofA,6257.52,14115.57,07/01/2023,2023-07-01,No,No,0.3553,0.3553,93.3,$22.32,£24314.4,12605.05,U.S.A,US,∑ special,
PAY00001809,PAY00001809,ORD0001414,ORD0001414,CUST000129,CUST000129,2020/07/23,231020,N/A,£27175.46,JPY,EUR,BTC,Wire,TXNUG85FGDL4YQS,TXN7070371015,Refunded,NULL,Square,Stripe,2047,5456,N/A,Chase,0,0,,,No,No,0.0024,0.0024,57.18 USD,48.02,"$33,108.23",22806.54,,US,Manual review,
PAY00001810,PAY00001810,ORD0000264,ORD0000264,CUST000804,CUST000804,,17-03-2021,-4095,USD 32413.96,usd,GBP,Credit Card,Wire,TXNW8CW2XG0K0AP,TXN3587330985,Failed,Failed,PayPal,Square,7875,7813,Citi,Chase,0,0,,,0,0,0.7998,0.7998,86.11,$25.05,€2983.24,USD 33421.39,United States of America,IN,Manual review,
PAY00001811,PAY00001811,ORD0002515,ORD0002515,CUST000603,CUST000603,12/02/2021,"April 15, 2022",null,€10851.31,$,GBP,ACH,ACH,TXN90XEF3K31FHL,TXN1591626893,Refunded,Failed,Square,PayPal,2905,9923,N/A,Wells Fargo,22758.45,€36130.12,07/17/2022,2022-07-17,No,No,0.8813,0.8813,78.53,£13.3,NaN,"$15,041.41",U.S.A,FR,Manual review,
PAY00001812,PAY00001812,ORD0004092,ORD0004092,CUST001734,CUST001734,2022/10/20,17-11-2021,"$24,026.81",22817.54,JPY,GBP,,PayPal,TXNM3LBBFSS9FVJ,,failed,NULL,Stripe,Square,6389,1294,Chase,Wells Fargo,0,0,,,False,False,0.7732,0.7732,£17.79,£90.88,7357.92 USD,49690.89,U.S.A,JP,,
PAY00001813,PAY00001813,ORD0001660,ORD0001660,CUST001899,CUST001899,310322,12/13/2020,£21157.84,"$9,932.76",JPY,EUR,Credit Card,Credit Card,TXNWJLT156YRNGL,TXN1877051629,COMPLETED,Failed,stripe,Stripe,6907,NaN,Chase,BofA,0,0,,,false,false,0.6685,0.6685,$25.8,TBD,£26365.25,£46084.62,United States of America,JP,<b>note</b>,
PAY00001814,PAY00001814,ORD0001182,ORD0001182,CUST000806,CUST000806,10/25/2023,151122,USD 34427.79,$33939.12,$,GBP,paypal,ACH,TXNZV0MJS4T584F,TXN7041893811,FAILED,Failed,PayPal,PayPal,7652,4350,Wells Fargo,Chase,,NULL,,,No,No,0.842,0.842,$54.41,€50.26,$6776.49,39775.08,U.S.A,IN,,
